case_label,total_jobs,completed_jobs,failed_jobs,lost_jobs,job_id,payload_name,job_type,status,attempts,last_error,created_at,enqueued_at,dequeued_at,completed_at,failed_at
no_outage_error_rate_100,100,0,100,0,204109,job-5,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:17.897125Z,2026-02-22T02:09:28.895036Z,2026-02-22T02:09:31.361314Z,,2026-02-22T02:09:32.167541Z
no_outage_error_rate_100,100,0,100,0,204110,job-6,noop,failed,5,could not not fail,2026-02-22T02:09:17.899837Z,2026-02-22T02:09:28.89671Z,2026-02-22T02:09:31.366087Z,,2026-02-22T02:09:32.17226Z
no_outage_error_rate_100,100,0,100,0,204111,job-7,noop,failed,5,success was never an option,2026-02-22T02:09:17.902652Z,2026-02-22T02:09:28.896621Z,2026-02-22T02:09:31.371092Z,,2026-02-22T02:09:32.178167Z
no_outage_error_rate_100,100,0,100,0,204112,job-8,noop,failed,5,done trying,2026-02-22T02:09:17.905773Z,2026-02-22T02:09:29.66438Z,2026-02-22T02:09:32.112989Z,,2026-02-22T02:09:32.918268Z
no_outage_error_rate_100,100,0,100,0,204113,job-9,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:17.908604Z,2026-02-22T02:09:29.666753Z,2026-02-22T02:09:32.119585Z,,2026-02-22T02:09:32.926843Z
no_outage_error_rate_100,100,0,100,0,204114,job-10,noop,failed,5,error about an error,2026-02-22T02:09:17.912091Z,2026-02-22T02:09:29.680642Z,2026-02-22T02:09:32.134079Z,,2026-02-22T02:09:32.938021Z
no_outage_error_rate_100,100,0,100,0,204115,job-11,noop,failed,5,done trying,2026-02-22T02:09:17.915386Z,2026-02-22T02:09:29.685355Z,2026-02-22T02:09:32.139144Z,,2026-02-22T02:09:32.943013Z
no_outage_error_rate_100,100,0,100,0,204116,job-12,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:17.918792Z,2026-02-22T02:09:29.696362Z,2026-02-22T02:09:32.144159Z,,2026-02-22T02:09:32.948414Z
no_outage_error_rate_100,100,0,100,0,204117,job-13,noop,failed,5,error about an error,2026-02-22T02:09:17.924663Z,2026-02-22T02:09:29.711767Z,2026-02-22T02:09:32.170363Z,,2026-02-22T02:09:32.975126Z
no_outage_error_rate_100,100,0,100,0,204118,job-14,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:17.927122Z,2026-02-22T02:09:29.711768Z,2026-02-22T02:09:32.175243Z,,2026-02-22T02:09:32.980465Z
no_outage_error_rate_100,100,0,100,0,204119,job-15,noop,failed,5,this job has seen enough,2026-02-22T02:09:17.929778Z,2026-02-22T02:09:29.716134Z,2026-02-22T02:09:32.181709Z,,2026-02-22T02:09:32.987286Z
no_outage_error_rate_100,100,0,100,0,204120,job-16,noop,failed,5,success was never an option,2026-02-22T02:09:17.932251Z,2026-02-22T02:09:30.480324Z,2026-02-22T02:09:32.921829Z,,2026-02-22T02:09:33.726409Z
no_outage_error_rate_100,100,0,100,0,204121,job-17,noop,failed,5,this job has seen enough,2026-02-22T02:09:17.934745Z,2026-02-22T02:09:30.484742Z,2026-02-22T02:09:32.929411Z,,2026-02-22T02:09:33.733886Z
no_outage_error_rate_100,100,0,100,0,204122,job-18,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:17.937672Z,2026-02-22T02:09:30.497446Z,2026-02-22T02:09:32.941114Z,,2026-02-22T02:09:33.746292Z
no_outage_error_rate_100,100,0,100,0,204123,job-19,noop,failed,5,success was never an option,2026-02-22T02:09:17.940645Z,2026-02-22T02:09:30.502803Z,2026-02-22T02:09:32.946499Z,,2026-02-22T02:09:33.75141Z
no_outage_error_rate_100,100,0,100,0,204124,job-20,noop,failed,5,refusing to complete,2026-02-22T02:09:17.943472Z,2026-02-22T02:09:30.514059Z,2026-02-22T02:09:32.951405Z,,2026-02-22T02:09:33.759224Z
no_outage_error_rate_100,100,0,100,0,204125,job-21,noop,failed,5,success was never an option,2026-02-22T02:09:17.946766Z,2026-02-22T02:09:30.533927Z,2026-02-22T02:09:32.978609Z,,2026-02-22T02:09:33.782743Z
no_outage_error_rate_100,100,0,100,0,204126,job-22,noop,failed,5,error about an error,2026-02-22T02:09:17.950071Z,2026-02-22T02:09:30.535657Z,2026-02-22T02:09:32.986431Z,,2026-02-22T02:09:33.791768Z
no_outage_error_rate_100,100,0,100,0,204127,job-23,noop,failed,5,operation failed successfully,2026-02-22T02:09:17.953449Z,2026-02-22T02:09:30.538237Z,2026-02-22T02:09:33.729224Z,,2026-02-22T02:09:34.534762Z
no_outage_error_rate_100,100,0,100,0,204128,job-24,noop,failed,5,refusing to complete,2026-02-22T02:09:17.959297Z,2026-02-22T02:09:31.297019Z,2026-02-22T02:09:33.736797Z,,2026-02-22T02:09:34.541807Z
no_outage_error_rate_100,100,0,100,0,204129,job-25,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:17.961724Z,2026-02-22T02:09:31.303229Z,2026-02-22T02:09:33.749572Z,,2026-02-22T02:09:34.553507Z
no_outage_error_rate_100,100,0,100,0,204130,job-26,noop,failed,5,this job has seen enough,2026-02-22T02:09:17.96424Z,2026-02-22T02:09:31.314992Z,2026-02-22T02:09:33.754999Z,,2026-02-22T02:09:34.559173Z
no_outage_error_rate_100,100,0,100,0,204131,job-27,noop,failed,5,error about an error,2026-02-22T02:09:17.966855Z,2026-02-22T02:09:31.318625Z,2026-02-22T02:09:33.761767Z,,2026-02-22T02:09:34.566065Z
no_outage_error_rate_100,100,0,100,0,204132,job-28,noop,failed,5,operation failed successfully,2026-02-22T02:09:17.969603Z,2026-02-22T02:09:31.329869Z,2026-02-22T02:09:33.785238Z,,2026-02-22T02:09:34.589665Z
no_outage_error_rate_100,100,0,100,0,204133,job-29,noop,failed,5,operation failed successfully,2026-02-22T02:09:17.972373Z,2026-02-22T02:09:31.355867Z,2026-02-22T02:09:33.793721Z,,2026-02-22T02:09:34.599414Z
no_outage_error_rate_100,100,0,100,0,204134,job-30,noop,failed,5,could not not fail,2026-02-22T02:09:17.975044Z,2026-02-22T02:09:31.351126Z,2026-02-22T02:09:33.795727Z,,2026-02-22T02:09:34.601152Z
no_outage_error_rate_100,100,0,100,0,204135,job-31,noop,failed,5,this job has seen enough,2026-02-22T02:09:17.977833Z,2026-02-22T02:09:31.361217Z,2026-02-22T02:09:34.538178Z,,2026-02-22T02:09:35.342896Z
no_outage_error_rate_100,100,0,100,0,204136,job-32,noop,failed,5,this job has seen enough,2026-02-22T02:09:17.980901Z,2026-02-22T02:09:45.119333Z,2026-02-22T02:09:47.567044Z,,2026-02-22T02:09:48.373225Z
no_outage_error_rate_100,100,0,100,0,204137,job-33,noop,failed,5,done trying,2026-02-22T02:09:17.984116Z,2026-02-22T02:09:45.131851Z,2026-02-22T02:09:47.586396Z,,2026-02-22T02:09:48.39289Z
no_outage_error_rate_100,100,0,100,0,204138,job-34,noop,failed,5,could not not fail,2026-02-22T02:09:17.987691Z,2026-02-22T02:09:45.142017Z,2026-02-22T02:09:47.597113Z,,2026-02-22T02:09:48.402152Z
no_outage_error_rate_100,100,0,100,0,204139,job-35,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:17.993886Z,2026-02-22T02:09:45.174787Z,2026-02-22T02:09:47.626936Z,,2026-02-22T02:09:48.432584Z
no_outage_error_rate_100,100,0,100,0,204140,job-36,noop,failed,5,error about an error,2026-02-22T02:09:17.996422Z,2026-02-22T02:09:45.181784Z,2026-02-22T02:09:47.651864Z,,2026-02-22T02:09:48.458854Z
no_outage_error_rate_100,100,0,100,0,204141,job-37,noop,failed,5,could not not fail,2026-02-22T02:09:17.99896Z,2026-02-22T02:09:45.178109Z,2026-02-22T02:09:47.652287Z,,2026-02-22T02:09:48.460107Z
no_outage_error_rate_100,100,0,100,0,204142,job-38,noop,failed,5,this job has seen enough,2026-02-22T02:09:18.001792Z,2026-02-22T02:09:45.19246Z,2026-02-22T02:09:47.65996Z,,2026-02-22T02:09:48.466655Z
no_outage_error_rate_100,100,0,100,0,204143,job-39,noop,failed,5,success was never an option,2026-02-22T02:09:18.004771Z,2026-02-22T02:09:45.933226Z,2026-02-22T02:09:48.376705Z,,2026-02-22T02:09:49.181216Z
no_outage_error_rate_100,100,0,100,0,204144,job-40,noop,failed,5,could not not fail,2026-02-22T02:09:18.008383Z,2026-02-22T02:09:45.949756Z,2026-02-22T02:09:48.399205Z,,2026-02-22T02:09:49.203637Z
no_outage_error_rate_100,100,0,100,0,204145,job-41,noop,failed,5,success was never an option,2026-02-22T02:09:18.011446Z,2026-02-22T02:09:45.956802Z,2026-02-22T02:09:48.404777Z,,2026-02-22T02:09:49.209956Z
no_outage_error_rate_100,100,0,100,0,204146,job-42,noop,failed,5,done trying,2026-02-22T02:09:18.014483Z,2026-02-22T02:09:45.990457Z,2026-02-22T02:09:48.435716Z,,2026-02-22T02:09:49.240651Z
no_outage_error_rate_100,100,0,100,0,204147,job-43,noop,failed,5,error about an error,2026-02-22T02:09:18.017903Z,2026-02-22T02:09:45.994722Z,2026-02-22T02:09:48.463118Z,,2026-02-22T02:09:49.268585Z
no_outage_error_rate_100,100,0,100,0,204148,job-44,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:18.021381Z,2026-02-22T02:09:46.00053Z,2026-02-22T02:09:48.465156Z,,2026-02-22T02:09:49.270392Z
no_outage_error_rate_100,100,0,100,0,204149,job-45,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.024907Z,2026-02-22T02:09:46.01374Z,2026-02-22T02:09:48.470605Z,,2026-02-22T02:09:49.278034Z
no_outage_error_rate_100,100,0,100,0,204150,job-46,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.030932Z,2026-02-22T02:09:46.015158Z,2026-02-22T02:09:48.477929Z,,2026-02-22T02:09:49.282037Z
no_outage_error_rate_100,100,0,100,0,204151,job-47,noop,failed,5,error about an error,2026-02-22T02:09:18.033521Z,2026-02-22T02:09:46.746188Z,2026-02-22T02:09:49.18406Z,,2026-02-22T02:09:49.988776Z
no_outage_error_rate_100,100,0,100,0,204152,job-48,noop,failed,5,error about an error,2026-02-22T02:09:18.036604Z,2026-02-22T02:09:46.765728Z,2026-02-22T02:09:49.206832Z,,2026-02-22T02:09:50.011843Z
no_outage_error_rate_100,100,0,100,0,204153,job-49,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.039242Z,2026-02-22T02:09:46.769283Z,2026-02-22T02:09:49.212965Z,,2026-02-22T02:09:50.017778Z
no_outage_error_rate_100,100,0,100,0,204154,job-50,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.042279Z,2026-02-22T02:09:46.805336Z,2026-02-22T02:09:49.244118Z,,2026-02-22T02:09:50.049101Z
no_outage_error_rate_100,100,0,100,0,204155,job-51,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:18.045149Z,2026-02-22T02:09:46.814653Z,2026-02-22T02:09:49.272388Z,,2026-02-22T02:09:50.076811Z
no_outage_error_rate_100,100,0,100,0,204156,job-52,noop,failed,5,done trying,2026-02-22T02:09:18.048238Z,2026-02-22T02:09:46.817787Z,2026-02-22T02:09:49.277085Z,,2026-02-22T02:09:50.081924Z
no_outage_error_rate_100,100,0,100,0,204157,job-53,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.051149Z,2026-02-22T02:09:46.830803Z,2026-02-22T02:09:49.284667Z,,2026-02-22T02:09:50.090158Z
no_outage_error_rate_100,100,0,100,0,204158,job-54,noop,failed,5,could not not fail,2026-02-22T02:09:18.054366Z,2026-02-22T02:09:46.833971Z,2026-02-22T02:09:49.991819Z,,2026-02-22T02:09:50.796304Z
no_outage_error_rate_100,100,0,100,0,204159,job-55,noop,failed,5,error about an error,2026-02-22T02:09:18.057784Z,2026-02-22T02:09:47.559596Z,2026-02-22T02:09:50.015615Z,,2026-02-22T02:09:50.820441Z
no_outage_error_rate_100,100,0,100,0,204160,job-56,noop,failed,5,could not not fail,2026-02-22T02:09:18.061096Z,2026-02-22T02:09:47.57941Z,2026-02-22T02:09:50.021288Z,,2026-02-22T02:09:50.825739Z
no_outage_error_rate_100,100,0,100,0,204161,job-57,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:18.066925Z,2026-02-22T02:09:47.589634Z,2026-02-22T02:09:50.05568Z,,2026-02-22T02:09:50.860723Z
no_outage_error_rate_100,100,0,100,0,204162,job-58,noop,failed,5,error about an error,2026-02-22T02:09:18.069527Z,2026-02-22T02:09:47.619168Z,2026-02-22T02:09:50.079868Z,,2026-02-22T02:09:50.885041Z
no_outage_error_rate_100,100,0,100,0,204163,job-59,noop,failed,5,refusing to complete,2026-02-22T02:09:18.072216Z,2026-02-22T02:09:47.637187Z,2026-02-22T02:09:50.084283Z,,2026-02-22T02:09:50.893375Z
no_outage_error_rate_100,100,0,100,0,204164,job-60,noop,failed,5,success was never an option,2026-02-22T02:09:18.074918Z,2026-02-22T02:09:47.640388Z,2026-02-22T02:09:50.085755Z,,2026-02-22T02:09:50.893375Z
no_outage_error_rate_100,100,0,100,0,204165,job-61,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:18.077616Z,2026-02-22T02:09:47.65315Z,2026-02-22T02:09:50.093993Z,,2026-02-22T02:09:50.898535Z
no_outage_error_rate_100,100,0,100,0,204166,job-62,noop,failed,5,could not not fail,2026-02-22T02:09:18.080538Z,2026-02-22T02:09:48.470397Z,2026-02-22T02:09:50.799169Z,,2026-02-22T02:09:51.604186Z
no_outage_error_rate_100,100,0,100,0,204167,job-63,noop,failed,5,success was never an option,2026-02-22T02:09:18.083614Z,2026-02-22T02:09:51.628946Z,2026-02-22T02:09:54.048214Z,,2026-02-22T02:09:54.856193Z
no_outage_error_rate_100,100,0,100,0,204168,job-64,noop,failed,5,refusing to complete,2026-02-22T02:09:18.086477Z,2026-02-22T02:10:01.37594Z,2026-02-22T02:10:03.805001Z,,2026-02-22T02:10:04.610105Z
no_outage_error_rate_100,100,0,100,0,204169,job-65,noop,failed,5,could not not fail,2026-02-22T02:09:18.089937Z,2026-02-22T02:10:01.411584Z,2026-02-22T02:10:03.847956Z,,2026-02-22T02:10:04.654258Z
no_outage_error_rate_100,100,0,100,0,204170,job-66,noop,failed,5,could not not fail,2026-02-22T02:09:18.093235Z,2026-02-22T02:10:01.42057Z,2026-02-22T02:10:03.854197Z,,2026-02-22T02:10:04.661753Z
no_outage_error_rate_100,100,0,100,0,204171,job-67,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:18.096971Z,2026-02-22T02:10:01.434358Z,2026-02-22T02:10:03.871026Z,,2026-02-22T02:10:04.675779Z
no_outage_error_rate_100,100,0,100,0,204172,job-68,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.102868Z,2026-02-22T02:10:01.458695Z,2026-02-22T02:10:03.894689Z,,2026-02-22T02:10:04.699573Z
no_outage_error_rate_100,100,0,100,0,204173,job-69,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:18.105642Z,2026-02-22T02:10:01.478379Z,2026-02-22T02:10:03.907056Z,,2026-02-22T02:10:04.711731Z
no_outage_error_rate_100,100,0,100,0,204174,job-70,noop,failed,5,refusing to complete,2026-02-22T02:09:18.108291Z,2026-02-22T02:10:02.184996Z,2026-02-22T02:10:04.613468Z,,2026-02-22T02:10:05.421725Z
no_outage_error_rate_100,100,0,100,0,204175,job-71,noop,failed,5,this job has seen enough,2026-02-22T02:09:18.110834Z,2026-02-22T02:10:02.220264Z,2026-02-22T02:10:04.660447Z,,2026-02-22T02:10:05.467276Z
no_outage_error_rate_100,100,0,100,0,204176,job-72,noop,failed,5,could not not fail,2026-02-22T02:09:18.113609Z,2026-02-22T02:10:02.22922Z,2026-02-22T02:10:04.678451Z,,2026-02-22T02:10:05.484827Z
no_outage_error_rate_100,100,0,100,0,204177,job-73,noop,failed,5,refusing to complete,2026-02-22T02:09:18.116358Z,2026-02-22T02:10:02.247219Z,2026-02-22T02:10:04.702476Z,,2026-02-22T02:10:05.509511Z
no_outage_error_rate_100,100,0,100,0,204178,job-74,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:18.119435Z,2026-02-22T02:10:02.267186Z,2026-02-22T02:10:04.714781Z,,2026-02-22T02:10:05.521721Z
no_outage_error_rate_100,100,0,100,0,204179,job-75,noop,failed,5,could not not fail,2026-02-22T02:09:18.122547Z,2026-02-22T02:10:02.287667Z,2026-02-22T02:10:04.725574Z,,2026-02-22T02:10:05.535643Z
no_outage_error_rate_100,100,0,100,0,204180,job-76,noop,failed,5,refusing to complete,2026-02-22T02:09:18.12538Z,2026-02-22T02:10:02.296063Z,2026-02-22T02:10:04.737808Z,,2026-02-22T02:10:05.543101Z
no_outage_error_rate_100,100,0,100,0,204181,job-77,noop,failed,5,done trying,2026-02-22T02:09:18.128656Z,2026-02-22T02:10:02.308184Z,2026-02-22T02:10:05.425334Z,,2026-02-22T02:10:06.231979Z
no_outage_error_rate_100,100,0,100,0,204182,job-78,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:18.132099Z,2026-02-22T02:10:02.993738Z,2026-02-22T02:10:05.470599Z,,2026-02-22T02:10:06.278847Z
no_outage_error_rate_100,100,0,100,0,204183,job-79,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.138063Z,2026-02-22T02:10:03.031914Z,2026-02-22T02:10:05.474082Z,,2026-02-22T02:10:06.283086Z
no_outage_error_rate_100,100,0,100,0,204184,job-80,noop,failed,5,could not not fail,2026-02-22T02:09:18.140507Z,2026-02-22T02:10:03.038996Z,2026-02-22T02:10:05.490247Z,,2026-02-22T02:10:06.297371Z
no_outage_error_rate_100,100,0,100,0,204185,job-81,noop,failed,5,this job has seen enough,2026-02-22T02:09:18.143071Z,2026-02-22T02:10:03.055976Z,2026-02-22T02:10:05.515039Z,,2026-02-22T02:10:06.322159Z
no_outage_error_rate_100,100,0,100,0,204186,job-82,noop,failed,5,refusing to complete,2026-02-22T02:09:18.145474Z,2026-02-22T02:10:03.076118Z,2026-02-22T02:10:05.527881Z,,2026-02-22T02:10:06.333974Z
no_outage_error_rate_100,100,0,100,0,204187,job-83,noop,failed,5,refusing to complete,2026-02-22T02:09:18.14811Z,2026-02-22T02:10:03.095939Z,2026-02-22T02:10:05.540356Z,,2026-02-22T02:10:06.346499Z
no_outage_error_rate_100,100,0,100,0,204188,job-84,noop,failed,5,this job has seen enough,2026-02-22T02:09:18.151173Z,2026-02-22T02:10:03.104776Z,2026-02-22T02:10:05.546601Z,,2026-02-22T02:10:06.354459Z
no_outage_error_rate_100,100,0,100,0,204189,job-85,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.154081Z,2026-02-22T02:10:03.116303Z,2026-02-22T02:10:06.237419Z,,2026-02-22T02:10:07.043296Z
no_outage_error_rate_100,100,0,100,0,204190,job-86,noop,failed,5,error about an error,2026-02-22T02:09:18.157132Z,2026-02-22T02:10:03.801727Z,2026-02-22T02:10:06.286361Z,,2026-02-22T02:10:07.095093Z
no_outage_error_rate_100,100,0,100,0,204191,job-87,noop,failed,5,error thrown for educational purposes,2026-02-22T02:09:18.160009Z,2026-02-22T02:10:03.843147Z,2026-02-22T02:10:06.289591Z,,2026-02-22T02:10:07.096337Z
no_outage_error_rate_100,100,0,100,0,204192,job-88,noop,failed,5,error about an error,2026-02-22T02:09:18.163273Z,2026-02-22T02:10:03.848996Z,2026-02-22T02:10:06.305348Z,,2026-02-22T02:10:07.110231Z
no_outage_error_rate_100,100,0,100,0,204193,job-89,noop,failed,5,refusing to complete,2026-02-22T02:09:18.166612Z,2026-02-22T02:10:03.865977Z,2026-02-22T02:10:06.326719Z,,2026-02-22T02:10:07.132122Z
no_outage_error_rate_100,100,0,100,0,204194,job-90,noop,failed,5,refusing to complete,2026-02-22T02:09:18.169997Z,2026-02-22T02:10:03.891298Z,2026-02-22T02:10:06.337635Z,,2026-02-22T02:10:07.142607Z
no_outage_error_rate_100,100,0,100,0,204195,job-91,noop,failed,5,this job has seen enough,2026-02-22T02:09:18.175914Z,2026-02-22T02:10:03.903512Z,2026-02-22T02:10:06.351194Z,,2026-02-22T02:10:07.157961Z
no_outage_error_rate_100,100,0,100,0,204196,job-92,noop,failed,5,this job has seen enough,2026-02-22T02:09:18.178582Z,2026-02-22T02:10:03.912431Z,2026-02-22T02:10:06.358778Z,,2026-02-22T02:10:07.166613Z
no_outage_error_rate_100,100,0,100,0,204197,job-93,noop,failed,5,done trying,2026-02-22T02:09:18.181057Z,2026-02-22T02:10:03.924383Z,2026-02-22T02:10:07.046949Z,,2026-02-22T02:10:07.851151Z
no_outage_error_rate_100,100,0,100,0,204198,job-94,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.183551Z,2026-02-22T02:10:04.721451Z,2026-02-22T02:10:07.098137Z,,2026-02-22T02:10:07.902967Z
no_outage_error_rate_100,100,0,100,0,204199,job-95,noop,failed,5,error about an error,2026-02-22T02:09:18.186284Z,2026-02-22T02:10:07.90417Z,2026-02-22T02:10:09.905553Z,,2026-02-22T02:10:10.710921Z
no_outage_error_rate_100,100,0,100,0,204200,job-96,noop,failed,5,refusing to complete,2026-02-22T02:09:18.18908Z,2026-02-22T02:10:16.381008Z,2026-02-22T02:10:18.385135Z,,2026-02-22T02:10:19.190271Z
no_outage_error_rate_100,100,0,100,0,204201,job-97,noop,failed,5,operation failed successfully,2026-02-22T02:09:18.191904Z,2026-02-22T02:10:16.384106Z,2026-02-22T02:10:18.385716Z,,2026-02-22T02:10:19.191636Z
no_outage_error_rate_100,100,0,100,0,204202,job-98,noop,failed,5,done trying,2026-02-22T02:09:18.194764Z,2026-02-22T02:10:16.405329Z,2026-02-22T02:10:18.410156Z,,2026-02-22T02:10:19.215091Z
no_outage_error_rate_100,100,0,100,0,204203,job-99,noop,failed,5,"this is not a bug, it's a statement",2026-02-22T02:09:18.19828Z,2026-02-22T02:10:16.462198Z,2026-02-22T02:10:18.463604Z,,2026-02-22T02:10:19.269905Z
